CustomerID,AvgPricePerInvoice_Cluster,TotalPrice_Cluster,Generic_Cluster
17850,6,7,8
13047,4,3,2
12583,8,7,8
13748,5,4,3
15100,5,5,6
15291,6,5,5
14688,8,7,8
17809,7,7,6
15311,8,7,8
16098,8,5,5
18074,7,6,6
17420,4,3,2
16029,6,7,8
16250,5,3,1
12431,6,3,4
17511,6,7,8
13705,6,6,6
13747,2,0,0
13408,8,7,8
13767,8,7,8
17924,5,0,1
13448,8,7,8
15862,6,4,5
15513,7,7,6
12791,6,6,6
16218,8,7,8
14045,6,6,6
14307,8,7,8
17908,6,4,5
17920,6,4,5
12838,6,4,5
13255,8,5,5
16583,5,1,2
18085,4,1,2
13758,7,7,6
13694,6,7,6
15983,8,7,8
14849,4,1,2
17968,6,4,5
16210,8,7,8
17897,5,4,3
17377,6,0,4
16552,4,3,2
17181,6,6,6
17951,8,5,5
14729,6,4,5
12748,6,7,6
15012,5,4,3
12868,6,1,4
17572,1,3,0
14078,2,0,0
14001,5,1,2
12662,7,0,1
15525,6,4,5
14237,5,0,1
17905,5,0,1
15485,8,7,8
12433,6,7,8
16955,4,5,3
15350,3,1,2
15605,5,3,1
18144,5,3,1
15922,7,5,5
14594,6,4,5
15165,6,6,6
14911,8,7,8
16456,8,7,8
17346,5,0,1
17643,4,1,2
17841,6,7,6
17873,8,1,4
13093,7,7,8
12921,8,7,8
13468,5,5,3
17760,7,0,1
16928,3,1,2
16048,3,1,2
16274,6,4,5
14496,5,1,2
14696,7,7,6
16539,8,7,8
17025,5,0,1
13777,6,7,8
17690,5,5,3
12947,7,4,5
17460,2,0,0
18229,4,5,3
14142,8,7,8
17069,5,1,2
13065,5,3,1
14606,6,4,5
16835,2,0,0
15235,3,3,2
13576,5,1,2
18011,5,0,1
13090,6,6,6
15694,8,5,6
14741,5,2,3
13715,5,0,1
17732,5,0,1
12855,1,3,0
15752,8,0,4
17855,8,4,5
14047,6,3,4
17925,5,5,3
13941,8,7,8
17017,8,7,8
14135,8,7,8
13108,8,7,8
15601,8,7,8
13418,7,7,6
15658,5,0,1
14388,8,4,5
14901,5,0,1
18041,6,4,5
15955,7,7,6
15070,2,0,0
16244,8,7,8
15111,6,3,4
14390,5,0,1
16546,8,0,4
15260,7,7,6
13305,6,0,4
14491,4,3,2
14060,8,7,8
15923,6,0,4
16752,5,0,1
17287,4,3,2
15363,8,0,4
12915,5,0,1
15544,8,4,5
15738,7,7,6
17381,6,7,8
15827,4,1,2
14180,5,0,1
13117,8,6,6
