CustomerID,NumInvoice,NumProduct,TotalPrice,SumQuantity,AvgUnitPrice,AvgQuantityPerProduct,AvgPricePerInvoice,AvgQuantityPerInvoice,AvgProductPerInvoice
17733,23,23,475.24,376,1.924782608695652,16.347826086956523,475.24,376.0,23.0
17419,53,53,1101.0200000000004,414,3.694716981132075,7.811320754716981,367.00666666666666,138.0,17.666666666666668
13461,10,10,560.8,334,1.8210000000000002,33.4,560.8,334.0,10.0
13697,12,12,151.3,177,1.3933333333333333,14.75,151.3,177.0,12.0
14911,918,918,22720.73000000002,12462,4.076677559912835,13.57516339869281,668.2567647058823,366.52941176470586,27.0
17389,52,52,12361.36,3262,4.564423076923076,62.73076923076923,2472.272,652.4,10.4
17166,2,2,78.75,21,3.75,10.5,78.75,21.0,2.0
14345,6,6,108.97999999999999,50,3.4899999999999998,8.333333333333334,108.97999999999999,50.0,6.0
13758,22,22,839.0299999999999,351,3.0240909090909085,15.954545454545455,419.5150000000001,175.5,11.0
17139,49,49,1108.1200000000001,520,2.851224489795918,10.612244897959183,554.0600000000001,260.0,24.5
12552,1,1,120.0,3,40.0,3.0,120.0,3.0,1.0
13292,17,17,329.37,214,2.9511764705882353,12.588235294117647,329.37,214.0,17.0
15214,28,28,471.33,303,2.636428571428573,10.821428571428571,157.10999999999999,101.0,9.333333333333334
17377,126,126,921.4199999999994,498,2.393968253968252,3.9523809523809526,184.28400000000002,99.6,25.2
13327,21,21,889.02,344,2.7528571428571427,16.38095238095238,889.02,344.0,21.0
16029,5,5,632.3,382,1.746,76.4,632.3,382.0,5.0
13881,26,26,4178.06,2528,1.962307692307692,97.23076923076923,835.6119999999999,505.6,5.2
13468,21,21,346.26,146,5.000952380952382,6.9523809523809526,115.42,48.666666666666664,7.0
13726,19,19,786.9799999999998,670,1.106842105263158,35.26315789473684,786.9799999999998,670.0,19.0
18092,14,14,1350.9,474,2.892857142857143,33.857142857142854,1350.9,474.0,14.0
17503,23,23,340.43,213,3.1508695652173917,9.26086956521739,340.43,213.0,23.0
14419,83,83,390.4600000000001,155,2.4790361445783127,1.8674698795180722,195.23000000000002,77.5,41.5
13268,97,97,745.8699999999999,857,1.8003092783505146,8.835051546391753,186.46749999999997,214.25,24.25
15527,61,61,821.4400000000002,375,2.795245901639345,6.147540983606557,410.7200000000001,187.5,30.5
16830,23,23,325.90999999999997,264,2.130000000000001,11.478260869565217,325.90999999999997,264.0,23.0
16960,22,22,148.96,76,1.7481818181818183,3.4545454545454546,148.96,76.0,22.0
14866,21,21,2681.26,1246,2.7304761904761903,59.333333333333336,670.315,311.5,5.25
14995,24,24,113.91999999999999,52,2.637916666666667,2.1666666666666665,113.91999999999999,52.0,24.0
16825,17,17,456.4799999999999,208,3.8694117647058817,12.235294117647058,456.4799999999999,208.0,17.0
15311,243,243,7779.6999999999925,5110,2.441646090534979,21.02880658436214,777.9700000000003,511.0,24.3
17495,20,20,342.59000000000003,150,4.1285,7.5,342.59000000000003,150.0,20.0
12674,24,24,568.6,346,2.9625000000000004,14.416666666666666,568.6,346.0,24.0
12491,26,26,460.4000000000001,260,3.376923076923078,10.0,460.4000000000001,260.0,26.0
14485,47,47,165.75000000000003,71,2.6829787234042564,1.5106382978723405,165.75000000000003,71.0,47.0
14426,50,50,1596.09,1096,3.2417999999999982,21.92,399.0224999999999,274.0,12.5
17243,83,83,2624.1999999999994,1241,3.5407228915662636,14.951807228915662,437.36666666666673,206.83333333333334,13.833333333333334
17346,97,97,551.5600000000002,315,1.9784536082474227,3.247422680412371,183.85333333333332,105.0,32.333333333333336
13868,32,32,507.53999999999996,464,1.8562499999999995,14.5,507.53999999999996,464.0,32.0
15018,14,14,204.87,95,5.75,6.785714285714286,204.87,95.0,14.0
16360,293,293,1266.2099999999998,816,2.1053583617747416,2.7849829351535837,633.105,408.0,146.5
14432,115,115,975.2499999999998,671,1.7565217391304337,5.834782608695652,325.08333333333337,223.66666666666666,38.333333333333336
14243,8,8,175.4,124,2.9712499999999995,15.5,175.4,124.0,8.0
15039,116,116,812.1799999999996,411,3.1704310344827555,3.543103448275862,162.43599999999998,82.2,23.2
14401,17,17,312.82000000000005,394,0.9223529411764708,23.176470588235293,312.82000000000005,394.0,17.0
16173,26,26,411.50000000000006,162,4.008461538461538,6.230769230769231,205.75,81.0,13.0
17696,21,21,370.12000000000006,433,1.4938095238095241,20.61904761904762,370.12000000000006,433.0,21.0
13571,97,97,666.5799999999999,564,1.5926804123711344,5.814432989690721,222.19333333333336,188.0,32.333333333333336
12748,1682,1682,10639.23000000001,8622,2.6994233055885646,5.126040428061831,236.42733333333328,191.6,37.37777777777778
12682,83,83,2425.8,1178,3.6932530120481903,14.19277108433735,404.29999999999995,196.33333333333334,13.833333333333334
18270,6,6,171.2,60,3.2083333333333335,10.0,171.2,60.0,6.0
17812,108,108,514.6099999999997,206,3.239629629629629,1.9074074074074074,171.53666666666663,68.66666666666667,36.0
15423,2,2,43.5,101,3.93,50.5,43.5,101.0,2.0
13755,176,176,1086.1400000000003,474,3.3730113636363623,2.6931818181818183,217.22799999999998,94.8,35.2
16729,78,78,574.66,814,1.5647435897435908,10.435897435897436,574.66,814.0,78.0
14562,91,91,1104.93,356,3.467582417582412,3.912087912087912,276.23249999999996,89.0,22.75
15847,13,13,208.58999999999992,101,4.106923076923077,7.769230769230769,208.58999999999992,101.0,13.0
17668,8,8,161.84999999999997,31,7.525,3.875,161.84999999999997,31.0,8.0
14191,77,77,1403.3800000000003,1332,1.5111688311688312,17.2987012987013,467.7933333333333,444.0,25.666666666666668
17428,8,8,916.98,388,4.44125,48.5,305.66,129.33333333333334,2.6666666666666665
14667,118,118,2100.8900000000003,1377,3.0652542372881335,11.669491525423728,350.1483333333333,229.5,19.666666666666668
14505,275,275,1650.0000000000016,826,2.4546909090909095,3.0036363636363634,824.9999999999998,413.0,137.5
16971,41,41,357.20999999999987,72,7.760731707317068,1.7560975609756098,357.20999999999987,72.0,41.0
16458,33,33,638.28,368,1.8575757575757572,11.151515151515152,212.76000000000002,122.66666666666667,11.0
13021,41,41,691.6700000000002,522,3.1792682926829268,12.731707317073171,345.8349999999999,261.0,20.5
17739,14,14,743.77,243,4.470714285714286,17.357142857142858,371.885,121.5,7.0
17813,74,74,417.69,127,3.575945945945945,1.7162162162162162,208.84499999999997,63.5,37.0
13969,76,76,1897.26,829,3.2748684210526307,10.907894736842104,632.4200000000001,276.3333333333333,25.333333333333332
17315,29,29,752.45,337,2.8472413793103453,11.620689655172415,250.8166666666667,112.33333333333333,9.666666666666666
17888,2,2,109.5,230,0.8049999999999999,115.0,54.75,115.0,1.0
17653,35,35,864.2200000000001,722,3.96057142857143,20.62857142857143,432.11,361.0,17.5
14383,17,17,329.88,222,3.6541176470588237,13.058823529411764,329.88,222.0,17.0
15511,78,78,394.7299999999999,138,3.3088461538461527,1.7692307692307692,197.365,69.0,39.0
18135,6,6,448.44,204,2.3733333333333335,34.0,149.48000000000002,68.0,2.0
17576,16,16,132.53000000000003,53,3.551875000000001,3.3125,132.53000000000003,53.0,16.0
16352,28,28,494.44000000000005,300,1.9617857142857142,10.714285714285714,247.22000000000003,150.0,14.0
14032,26,26,644.9,346,3.1361538461538463,13.307692307692308,214.96666666666667,115.33333333333333,8.666666666666666
17965,33,33,303.07,102,5.840606060606063,3.090909090909091,303.07,102.0,33.0
15065,17,17,299.37999999999994,202,1.7535294117647058,11.882352941176471,299.37999999999994,202.0,17.0
13890,43,43,762.6500000000002,303,4.176046511627906,7.046511627906977,190.66250000000005,75.75,10.75
16839,26,26,2422.9900000000002,1329,3.087692307692308,51.11538461538461,484.59799999999996,265.8,5.2
17811,219,219,1447.9900000000002,1014,2.3289041095890397,4.63013698630137,241.3316666666667,169.0,36.5
16884,26,26,429.84,320,1.996538461538462,12.307692307692308,214.92000000000002,160.0,13.0
17966,7,7,504.0,1400,0.35999999999999993,200.0,504.0,1400.0,7.0
17135,17,17,434.12,435,11.684117647058825,25.58823529411765,108.52999999999999,108.75,4.25
